,query_id,client_email,client_mobile,query_heading,query_description,status,date_raised,date_closed
2709,2710,timothy56@example.com,3642201476,Bug Report,Reports section not opening.,Closed,2025-07-09,2025-07-16
2710,2711,marco45@example.org,7510469567,Payment Failure,Charged twice for one payment.,Closed,2025-04-15,2025-04-16
2711,2712,michelle37@example.com,8863582897,Data Export,Fields are missing in exported report.,Closed,2025-05-10,2025-05-11
2712,2713,joseph27@example.net,6255428773,Billing Problem,Need clarification on currency charges.,Closed,2025-03-16,2025-03-18
2713,2714,adkinssarah@example.com,7343802088,Bug Report,Reports section not opening.,Closed,2025-06-08,2025-06-13
2714,2715,erika29@example.org,8857159318,UI Feedback,Font inconsistent across pages.,Closed,2025-04-23,2025-04-24
2715,2716,adriennelong@example.com,4576055752,Payment Failure,UPI transaction timed out.,Closed,2025-05-25,2025-05-31
2716,2717,fspencer@example.net,4919793631,Bug Report,Back button doesn’t work.,Closed,2025-04-29,2025-05-05
2717,2718,williamschristopher@example.com,4864519980,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,2025-06-15,2025-06-30
2718,2719,jasondickson@example.com,2083944846,Feature Request,Include a mobile-first UI option.,Closed,2025-06-20,2025-06-26
2719,2720,zbowman@example.org,9209433576,Payment Failure,Promo code not working during payment.,Closed,2025-06-18,2025-06-19
2720,2721,fitzgeraldangela@example.com,402412678,Bug Report,Filter not retaining after refresh.,Closed,2025-04-21,2025-04-23
2721,2722,zcooper@example.org,4756175966,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,2025-03-18,2025-03-19
2722,2723,pjefferson@example.com,6255417302,Account Suspension,"Got auto-ban, never violated terms.",Closed,2025-06-10,2025-06-11
2723,2724,brandy79@example.com,8910505148,Technical Support,Cannot upload files to cloud.,Closed,2025-03-13,2025-03-14
2724,2725,john81@example.com,2744942738,Bug Report,Exported file missing columns.,Closed,2025-04-22,2025-04-24
2725,2726,lewisjohn@example.com,1840652074,Bug Report,Exported file missing columns.,Closed,2025-02-19,2025-02-24
2726,2727,dgallagher@example.com,2477456634,Feature Request,Can we have auto-save for drafts?,Closed,2025-06-13,2025-06-20
2727,2728,pgray@example.com,8907123305,Data Export,Time range in export is incorrect.,Closed,2025-02-24,2025-03-06
2728,2729,laura68@example.net,9733369827,Technical Support,White screen on startup.,Closed,2025-02-13,2025-02-20
2729,2730,duncanchelsea@example.org,9628750609,Feature Request,Would like push notifications for updates.,Closed,2025-07-26,2025-08-10
2730,2731,harrisonlisa@example.net,9906521865,Account Suspension,How do I appeal a suspension?,Closed,2025-03-23,2025-04-01
2731,2732,christine62@example.com,6686183463,Feature Request,Save filter views for reuse.,Closed,2025-04-29,2025-05-02
2732,2733,emyers@example.com,9842558999,Account Suspension,Need reason for my suspension.,Closed,2025-02-16,2025-02-17
2733,2734,barnettalbert@example.net,2983210466,Login Issue,Getting 'user not found' even with valid ID.,Closed,2025-03-17,2025-03-22
2734,2735,gsmith@example.net,3492052317,Subscription Cancellation,Wrong account cancelled.,Closed,2025-04-06,2025-04-08
2735,2736,alvaradoalexander@example.net,5741269640,Feature Request,Include a mobile-first UI option.,Closed,2025-07-24,2025-07-25
2736,2737,kellycordova@example.net,4230883985,Payment Failure,Promo code not working during payment.,Closed,2025-05-19,2025-05-29
2737,2738,charlesbrown@example.com,5886342581,Account Suspension,Can I restore my data after suspension?,Closed,2025-04-30,2025-05-02
2738,2739,salvarez@example.net,5926288219,Billing Problem,Invoice PDF is missing this month.,Closed,2025-02-03,2025-02-07
2739,2740,perry33@example.org,8937528389,Subscription Cancellation,Want refund for unused days.,Closed,2025-04-27,2025-05-05
2740,2741,xbrown@example.net,4795446943,Feature Request,Provide more chart types in dashboard.,Closed,2025-04-03,2025-04-06
2741,2742,zbaldwin@example.org,8537983895,Billing Problem,Promo code was not applied.,Closed,2025-03-06,2025-03-15
2742,2743,carlosparker@example.org,5325846192,Feature Request,Add folder structure to organize data.,Closed,2025-06-03,2025-06-08
2743,2744,ydavis@example.com,33810510,Technical Support,Graphs not rendering properly.,Closed,2025-03-01,2025-03-05
2744,2745,torresann@example.com,3850462928,Technical Support,Graphs not rendering properly.,Closed,2025-03-10,2025-03-14
2745,2746,brandonsimon@example.org,5944798309,Account Suspension,My account was suspended without notice.,Closed,2025-06-25,2025-06-30
2746,2747,tinamercado@example.net,4368180841,Bug Report,Form validation not working properly.,Closed,2025-04-01,2025-04-06
2747,2748,brownchelsea@example.net,4108455471,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,2025-03-20,2025-03-28
2748,2749,tammy79@example.net,9619308352,Technical Support,Slow performance during peak hours.,Closed,2025-06-09,2025-06-17
2749,2750,shawbrandy@example.org,4761895892,Data Export,Export button missing from UI.,Closed,2025-06-16,2025-06-25
2750,2751,joshua02@example.com,8274675565,Payment Failure,Bank transaction shows pending.,Opened,2025-04-12,
2751,2752,karenrichardson@example.net,3535907493,Feature Request,Add AI auto-suggestions for forms.,Closed,2025-05-16,2025-05-19
2752,2753,okeller@example.net,4577159659,Technical Support,Download button is inactive.,Closed,2025-03-14,2025-03-17
2753,2754,richard55@example.org,6421549121,Technical Support,Getting JSON decode error.,Closed,2025-06-04,2025-06-08
2754,2755,sylvia18@example.net,4592583884,Data Export,Can’t schedule data export.,Closed,2025-03-11,2025-03-12
2755,2756,boliver@example.org,9247549096,Billing Problem,Charged extra on my last invoice.,Closed,2025-06-18,2025-06-23
2756,2757,kelseymartin@example.com,2296912371,UI Feedback,Font inconsistent across pages.,Closed,2025-06-07,2025-06-11
2757,2758,phelpsvanessa@example.com,233886799,Account Suspension,Need reason for my suspension.,Closed,2025-07-11,2025-07-29
2758,2759,morenonathaniel@example.com,1052397822,Data Export,Exported Excel has broken formatting.,Closed,2025-07-20,2025-08-01
2759,2760,alexishansen@example.org,1804314421,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-06-14,2025-06-27
2760,2761,nortonbeth@example.com,7052530312,Login Issue,Login button is unresponsive.,Closed,2025-03-21,2025-04-05
2761,2762,zporter@example.net,9059361035,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,2025-02-27,2025-03-02
2762,2763,mcmillanheather@example.org,2751837871,Data Export,Data export not matching preview.,Closed,2025-04-17,2025-04-21
2763,2764,sarah92@example.org,7685805479,Account Suspension,Suspension mail was too vague.,Closed,2025-05-22,2025-05-25
2764,2765,annawilliams@example.org,6841933287,Data Export,Export email not received.,Closed,2025-05-01,2025-05-12
2765,2766,garciadanielle@example.com,4924880546,Account Suspension,Can I restore my data after suspension?,Closed,2025-07-05,2025-07-17
2766,2767,gregory65@example.net,8426373815,Payment Failure,Need GST invoice after payment.,Closed,2025-04-09,2025-04-23
2767,2768,oshepherd@example.net,504671845,Payment Failure,Payment shows success but app locked.,Closed,2025-05-01,2025-05-06
2768,2769,jamesmartinez@example.org,3277209441,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-06-02,2025-06-05
2769,2770,nduffy@example.net,8616060762,UI Feedback,Font inconsistent across pages.,Closed,2025-05-09,2025-05-11
2770,2771,burnsedwin@example.org,1658821616,Feature Request,Add folder structure to organize data.,Closed,2025-07-01,2025-07-11
2771,2772,smithrobert@example.org,4441058483,Account Suspension,Can I restore my data after suspension?,Closed,2025-05-08,2025-05-11
2772,2773,imccoy@example.com,8847858417,Subscription Cancellation,App locked after cancellation.,Closed,2025-02-26,2025-03-05
2773,2774,emily43@example.org,6912263795,Technical Support,Error 500 on accessing dashboard.,Closed,2025-04-04,2025-04-07
2774,2775,nthompson@example.org,4902897533,Billing Problem,Unable to update billing address.,Closed,2025-05-06,2025-05-08
2775,2776,pharris@example.org,8433333232,Payment Failure,Need GST invoice after payment.,Closed,2025-02-20,2025-02-21
2776,2777,laura56@example.com,7926124139,Payment Failure,Payment success mail delayed.,Closed,2025-06-06,2025-06-21
2777,2778,patrickdavis@example.net,4982632914,Account Suspension,Unjustified account suspension request.,Closed,2025-06-14,2025-06-25
2778,2779,matthewgonzalez@example.com,1586673394,Login Issue,Login button is unresponsive.,Closed,2025-07-03,2025-07-05
2779,2780,grayrandy@example.net,1081482520,Subscription Cancellation,Need proof of cancellation for records.,Closed,2025-03-24,2025-04-02
2780,2781,nathanjohnson@example.org,1542792838,UI Feedback,Table headers not sticky.,Closed,2025-05-03,2025-05-04
2781,2782,elizabeth29@example.com,5680824824,Bug Report,Dropdown not loading values.,Closed,2025-02-19,2025-02-24
2782,2783,kennethhuang@example.org,5605676947,Payment Failure,EMI option not available anymore.,Closed,2025-05-10,2025-05-16
2783,2784,elizabeth19@example.org,9081813240,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-01-29,2025-02-01
2784,2785,catherinecox@example.org,1608352346,Billing Problem,Need clarification on currency charges.,Closed,2025-05-20,2025-05-30
2785,2786,ksmith@example.org,2461199235,Bug Report,Unable to delete old entries.,Closed,2025-07-10,2025-07-11
2786,2787,matthewgarcia@example.com,4643400813,UI Feedback,Sidebar hides important links.,Closed,2025-03-30,2025-04-01
2787,2788,petersangela@example.org,1858300499,Login Issue,Two-factor authentication is not sending code.,Closed,2025-04-12,2025-04-16
2788,2789,timothybanks@example.org,2381920805,UI Feedback,Text is too small on mobile.,Closed,2025-03-29,2025-04-04
2789,2790,shepherdrandy@example.net,2011420325,UI Feedback,Filter section takes too much space.,Closed,2025-03-11,2025-03-13
2790,2791,brandon76@example.net,1586693468,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,2025-06-06,2025-06-16
2791,2792,stricklandjonathan@example.com,1436651984,Account Suspension,Received policy violation but unclear why.,Closed,2025-05-01,2025-05-02
2792,2793,pittsstephanie@example.com,7146733834,Feature Request,Provide more chart types in dashboard.,Closed,2025-04-26,2025-04-27
2793,2794,jessicadean@example.org,7651947730,Payment Failure,Payment success mail delayed.,Closed,2025-04-18,2025-04-19
2794,2795,khughes@example.com,1423636687,Bug Report,Blank screen after form submission.,Closed,2025-06-01,2025-06-05
2795,2796,andrefrazier@example.net,1190384629,Feature Request,Requesting PDF report generation.,Closed,2025-06-28,2025-06-29
2796,2797,kevin86@example.org,4557881668,Bug Report,Chart not updating after data refresh.,Closed,2025-07-24,2025-08-02
2797,2798,joshuasmith@example.net,9430943920,Login Issue,Redirect loop after logging in.,Closed,2025-03-10,2025-03-11
2798,2799,sallen@example.org,6584154053,Billing Problem,Unable to update billing address.,Closed,2025-06-21,2025-07-02
2799,2800,thompsonmary@example.com,2356396394,Bug Report,Chart not updating after data refresh.,Closed,2025-03-16,2025-03-22
2800,2801,jasoncampos@example.net,2114007592,Bug Report,Tab focus jumps incorrectly.,Closed,2025-07-07,2025-07-10
2801,2802,rgarcia@example.net,5159435869,Technical Support,Can’t sync data across devices.,Closed,2025-07-25,2025-08-05
2802,2803,stephaniebooth@example.com,4097835230,Login Issue,Login working on browser but not app.,Closed,2025-04-02,2025-04-04
2803,2804,john27@example.org,8386874909,Feature Request,Multi-user role system would help.,Closed,2025-07-14,2025-07-15
2804,2805,charlessmith@example.net,1782545650,UI Feedback,Font inconsistent across pages.,Closed,2025-02-08,2025-02-14
2805,2806,brandimercado@example.com,7497997176,Feature Request,Need voice assistant for dashboard.,Closed,2025-04-11,2025-04-23
2806,2807,bsmith@example.com,1794022928,Data Export,Data export not matching preview.,Closed,2025-03-12,2025-03-13
2807,2808,plopez@example.org,3218700866,Account Suspension,Suspension mail was too vague.,Closed,2025-07-17,2025-07-20
2808,2809,stuartsarah@example.org,3026503334,Subscription Cancellation,Data wiped immediately after cancel.,Closed,2025-02-12,2025-02-13
2809,2810,william57@example.com,7377467179,Billing Problem,Duplicate transaction found.,Closed,2025-07-27,2025-08-11
2810,2811,johnsonjoshua@example.net,852302961,UI Feedback,Dropdowns too close together.,Closed,2025-03-23,2025-03-24
2811,2812,gmclaughlin@example.net,9479211623,Technical Support,Settings not saving properly.,Closed,2025-07-14,2025-07-25
2812,2813,nrogers@example.org,3455053183,Login Issue,Account seems to be disabled.,Closed,2025-02-25,2025-03-05
2813,2814,walkerdanny@example.com,4456600303,Login Issue,Error 401 appearing on login.,Closed,2025-07-23,2025-07-24
2814,2815,chase47@example.com,6958241901,Bug Report,Dropdown not loading values.,Closed,2025-07-18,2025-07-23
2815,2816,cruzscott@example.org,2311904859,Bug Report,Filter not retaining after refresh.,Closed,2025-05-16,2025-05-18
2816,2817,loriwolf@example.com,4412382180,Login Issue,Unable to login with correct credentials.,Closed,2025-06-07,2025-06-08
2817,2818,phillipdiaz@example.com,9209443989,Feature Request,Need in-app video tutorials.,Closed,2025-04-09,2025-04-11
2818,2819,wmcintyre@example.net,1874352910,Bug Report,Search bar resets randomly.,Closed,2025-02-12,2025-02-14
2819,2820,justinavery@example.net,6975774514,Billing Problem,Incorrect tax calculations.,Closed,2025-07-17,2025-07-30
2820,2821,raybrown@example.com,4602029839,Bug Report,Form validation not working properly.,Closed,2025-05-25,2025-05-30
2821,2822,stephaniecarter@example.net,5210619500,Bug Report,Blank screen after form submission.,Closed,2025-07-20,2025-08-01
2822,2823,hgoodwin@example.com,2671445716,Billing Problem,Incorrect tax calculations.,Closed,2025-03-18,2025-03-25
2823,2824,wardbrittany@example.net,2306984040,Account Suspension,"Got auto-ban, never violated terms.",Closed,2025-02-09,2025-02-15
2824,2825,julie53@example.com,3382183726,Bug Report,Chart not updating after data refresh.,Closed,2025-05-08,2025-05-10
2825,2826,sfreeman@example.net,5829551191,Technical Support,Feature working on web but not mobile.,Closed,2025-03-20,2025-03-24
2826,2827,iholloway@example.net,7989345568,Feature Request,Multi-user role system would help.,Closed,2025-03-14,2025-03-28
2827,2828,rwest@example.net,3631977502,Payment Failure,Need GST invoice after payment.,Closed,2025-06-23,2025-07-03
2828,2829,meghan76@example.org,3535013671,Account Suspension,Can’t access services due to ban.,Closed,2025-01-31,2025-02-07
2829,2830,ricardo52@example.org,2735467863,Data Export,Need monthly data dump in CSV.,Closed,2025-06-24,2025-07-06
2830,2831,maria65@example.org,5658309964,Technical Support,Cannot upload files to cloud.,Closed,2025-03-10,2025-03-13
2831,2832,gcurtis@example.net,6016586435,UI Feedback,Table headers not sticky.,Closed,2025-05-27,2025-06-13
2832,2833,athomas@example.org,7086275860,UI Feedback,Color scheme hard to read in sunlight.,Closed,2025-07-21,2025-07-22
2833,2834,petercastillo@example.com,5563781923,Subscription Cancellation,Still charged after cancellation.,Opened,2025-04-06,
2834,2835,kevin46@example.org,9896553932,Login Issue,Account locked after failed attempts.,Closed,2025-03-13,2025-03-27
2835,2836,ydaniels@example.com,7195624312,Feature Request,Can you include language translation?,Closed,2025-04-02,2025-04-05
2836,2837,pgraves@example.org,6196832937,Payment Failure,Payment gateway not redirecting.,Closed,2025-05-01,2025-05-03
2837,2838,ageorge@example.org,3495495852,Bug Report,Color scheme inconsistent.,Closed,2025-06-10,2025-06-11
2838,2839,jessicaleon@example.org,5498991026,Login Issue,Login working on browser but not app.,Closed,2025-02-16,2025-02-22
2839,2840,kathleengriffin@example.com,1760902158,Technical Support,App crashes after update.,Closed,2025-07-27,2025-07-31
2840,2841,richardnorris@example.net,9811412227,Technical Support,Feature working on web but not mobile.,Closed,2025-07-25,2025-08-08
2841,2842,xmoran@example.org,887649163,Bug Report,Filter not retaining after refresh.,Closed,2025-06-03,2025-06-22
2842,2843,matthew56@example.com,8455003367,UI Feedback,Error messages not clear enough.,Closed,2025-05-06,2025-05-11
2843,2844,mturner@example.org,5629977118,Login Issue,Cannot log in on mobile app.,Closed,2025-02-03,2025-02-07
2844,2845,mitchellteresa@example.com,9269173852,Data Export,Charts not included in report export.,Closed,2025-03-02,2025-03-13
2845,2846,thomas06@example.com,8816662492,Payment Failure,Need GST invoice after payment.,Closed,2025-05-26,2025-05-31
2846,2847,juliahernandez@example.com,6299164853,UI Feedback,Graphs too compressed on mobile view.,Closed,2025-05-24,2025-05-28
2847,2848,owilliamson@example.net,6415753900,Data Export,Export button missing from UI.,Closed,2025-07-04,2025-07-16
2848,2849,christopher26@example.org,4187086432,Account Suspension,Unjustified account suspension request.,Closed,2025-05-27,2025-06-11
2849,2850,jamesgarcia@example.net,5436983135,Login Issue,Getting 'user not found' even with valid ID.,Closed,2025-02-11,2025-02-13
2850,2851,danielle38@example.org,7351120781,Payment Failure,Promo code not working during payment.,Closed,2025-06-30,2025-07-06
2851,2852,martinezalex@example.net,2664506860,Account Suspension,Unjustified account suspension request.,Closed,2025-02-15,2025-02-28
2852,2853,bensonterry@example.org,5472807894,Subscription Cancellation,Wrong account cancelled.,Closed,2025-04-12,2025-04-15
2853,2854,thomasmaxwell@example.net,8955508734,Data Export,Export feature is not generating files.,Closed,2025-06-22,2025-06-25
2854,2855,washingtonjonathan@example.org,2163336167,Account Suspension,Need reason for my suspension.,Closed,2025-06-14,2025-06-24
2855,2856,mark51@example.com,3330278208,Technical Support,Cannot upload files to cloud.,Closed,2025-04-27,2025-05-03
2856,2857,elizabeth80@example.org,3255876650,Bug Report,Back button doesn’t work.,Closed,2025-07-04,2025-07-07
2857,2858,kylepotter@example.com,7730612261,UI Feedback,Text is too small on mobile.,Closed,2025-06-18,2025-06-20
2858,2859,downscharles@example.org,8015101281,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-04-02,2025-04-08
2859,2860,bethanyjimenez@example.com,8126831901,Payment Failure,Payment failed due to card error.,Closed,2025-02-06,2025-02-13
2860,2861,landrydawn@example.net,7137057486,Login Issue,Login working on browser but not app.,Closed,2025-04-24,2025-05-03
2861,2862,longcrystal@example.net,3902751686,Feature Request,Can we have auto-save for drafts?,Opened,2025-03-10,
2862,2863,barbara51@example.org,4820293183,Technical Support,Slow performance during peak hours.,Closed,2025-04-09,2025-04-10
2863,2864,panderson@example.org,2468960614,Login Issue,Captcha keeps looping during login.,Closed,2025-05-13,2025-05-19
2864,2865,cassiebriggs@example.com,8080987770,Feature Request,Request feature to duplicate projects.,Closed,2025-04-23,2025-04-25
2865,2866,rodneylopez@example.com,8396722362,Feature Request,Provide more chart types in dashboard.,Closed,2025-07-14,2025-07-15
2866,2867,smithkaren@example.org,9376603414,Data Export,Export email not received.,Closed,2025-07-18,2025-07-22
2867,2868,mhicks@example.org,4830478672,Payment Failure,Need confirmation after retry.,Closed,2025-04-29,2025-05-06
2868,2869,nhunt@example.net,1014753006,Data Export,Export email not received.,Closed,2025-06-23,2025-07-03
2869,2870,teresa90@example.org,3199500706,Feature Request,Save filter views for reuse.,Closed,2025-02-26,2025-03-01
2870,2871,aprilgilmore@example.org,9213391509,Feature Request,Please add support for dark mode.,Closed,2025-03-20,2025-03-21
2871,2872,kenneth13@example.org,6877857540,Bug Report,Unable to delete old entries.,Closed,2025-03-31,2025-04-07
2872,2873,breed@example.org,2204826025,UI Feedback,Too many clicks to perform actions.,Closed,2025-02-17,2025-02-20
2873,2874,fwilliams@example.net,4536201019,Feature Request,Ability to bulk edit entries needed.,Closed,2025-03-24,2025-03-25
2874,2875,ycastillo@example.net,4067317428,Subscription Cancellation,Received cancellation email but charged again.,Closed,2025-03-22,2025-03-29
2875,2876,keith12@example.org,4844664419,UI Feedback,Font inconsistent across pages.,Closed,2025-06-05,2025-06-15
2876,2877,patrickcarney@example.com,4884184824,Account Suspension,Can I restore my data after suspension?,Closed,2025-03-09,2025-03-12
2877,2878,rcalderon@example.org,2736465945,Billing Problem,Bill shows usage I didn’t make.,Closed,2025-02-20,2025-02-28
2878,2879,ryanwest@example.net,730666498,Data Export,Auto-export not working on Fridays.,Closed,2025-05-21,2025-05-22
2879,2880,robbinsjessica@example.com,4974414872,Feature Request,Can you include language translation?,Closed,2025-07-12,2025-07-15
2880,2881,lindsaygross@example.org,8231434473,Data Export,Export button missing from UI.,Closed,2025-05-08,2025-05-16
2881,2882,perezryan@example.net,2569106558,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-05-30,2025-05-31
2882,2883,mhall@example.net,6799837066,Payment Failure,Charged twice for one payment.,Closed,2025-03-15,2025-03-17
2883,2884,leslie19@example.com,5085518117,UI Feedback,Text is too small on mobile.,Closed,2025-03-29,2025-04-06
2884,2885,landerson@example.org,3660296969,Feature Request,Suggesting calendar integration.,Closed,2025-05-09,2025-05-19
2885,2886,kpatton@example.com,4959907240,Feature Request,Save filter views for reuse.,Closed,2025-07-24,2025-07-31
2886,2887,jaclyn96@example.net,3406153419,UI Feedback,Too many clicks to perform actions.,Closed,2025-05-13,2025-05-16
2887,2888,aclayton@example.net,7749352233,Login Issue,Two-factor authentication is not sending code.,Closed,2025-05-31,2025-06-02
2888,2889,klong@example.net,1343790982,UI Feedback,Buttons overlap on smaller screens.,Closed,2025-06-23,2025-06-27
2889,2890,jared86@example.net,9508976888,Feature Request,Please add support for dark mode.,Closed,2025-06-07,2025-06-18
2890,2891,khenderson@example.com,1406336011,UI Feedback,Alignment issues in forms.,Closed,2025-03-15,2025-03-22
2891,2892,lsoto@example.net,7374359939,Bug Report,Filter not retaining after refresh.,Closed,2025-07-16,2025-08-01
2892,2893,palmercharles@example.org,4351814161,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-03-30,2025-04-05
2893,2894,mendezamy@example.net,3788721180,Account Suspension,Received policy violation but unclear why.,Closed,2025-07-01,2025-07-04
2894,2895,whitney31@example.com,7889699275,Data Export,Fields are missing in exported report.,Closed,2025-03-05,2025-03-11
2895,2896,mclaughlinsara@example.org,7374769315,Subscription Cancellation,Data wiped immediately after cancel.,Closed,2025-02-05,2025-02-14
2896,2897,taylorrobert@example.org,8197179820,Payment Failure,Payment success mail delayed.,Closed,2025-06-19,2025-06-22
2897,2898,judy87@example.org,4632677551,Account Suspension,Can’t access services due to ban.,Closed,2025-06-09,2025-06-18
2898,2899,paulwhitehead@example.org,307600815,Billing Problem,Refund not credited after 7 days.,Closed,2025-06-29,2025-07-02
2899,2900,jacquelinewilliams@example.net,5455116425,Subscription Cancellation,Auto-renew not turned off.,Closed,2025-07-08,2025-07-14
2900,2901,bmyers@example.com,7953823275,UI Feedback,Table headers not sticky.,Closed,2025-07-22,2025-07-28
2901,2902,oconnorjohn@example.com,3817756633,Bug Report,Exported file missing columns.,Closed,2025-02-28,2025-03-15
2902,2903,larrypratt@example.com,8899672097,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-04-03,2025-04-07
2903,2904,kelly74@example.net,3703358704,Bug Report,Form validation not working properly.,Closed,2025-05-07,2025-05-08
2904,2905,heidigibbs@example.org,9560916861,Account Suspension,Need help lifting restrictions.,Closed,2025-05-29,2025-06-02
2905,2906,anthonymiller@example.org,9857075761,Payment Failure,Payment gateway not redirecting.,Closed,2025-05-15,2025-05-29
2906,2907,kreese@example.net,7005460200,Data Export,Exported Excel has broken formatting.,Closed,2025-03-01,2025-03-02
2907,2908,pbullock@example.com,6859720829,UI Feedback,Graphs too compressed on mobile view.,Closed,2025-05-13,2025-05-30
2908,2909,daniel24@example.net,8367193237,UI Feedback,Error messages not clear enough.,Closed,2025-07-02,2025-07-05
2909,2910,campbellamanda@example.com,2974529671,Technical Support,Can’t install latest update.,Closed,2025-01-31,2025-02-08
2910,2911,uyoung@example.com,7700312131,Data Export,Exported Excel has broken formatting.,Closed,2025-06-01,2025-06-08
2911,2912,kayla16@example.com,7943363439,Billing Problem,Incorrect tax calculations.,Closed,2025-06-29,2025-07-03
2912,2913,david74@example.net,2894005338,Bug Report,Filter not retaining after refresh.,Closed,2025-03-31,2025-04-04
2913,2914,wardbrandon@example.org,7229380854,Login Issue,Cannot log in on mobile app.,Closed,2025-01-31,2025-02-06
2914,2915,vmoreno@example.net,7679218651,Bug Report,Blank screen after form submission.,Closed,2025-03-21,2025-03-28
2915,2916,jennifer63@example.org,1870469982,Data Export,Data export not matching preview.,Closed,2025-03-20,2025-03-27
2916,2917,oweaver@example.net,69792948,Billing Problem,Billing cycle was reset unexpectedly.,Closed,2025-04-06,2025-04-09
2917,2918,ygarrett@example.org,9686448699,Feature Request,Add folder structure to organize data.,Closed,2025-04-08,2025-04-22
2918,2919,christinaharper@example.com,3489606045,Data Export,Need export in regional time zone.,Closed,2025-05-10,2025-05-15
2919,2920,ryan26@example.com,5448323174,Data Export,Export button missing from UI.,Closed,2025-06-27,2025-07-01
2920,2921,kimberly23@example.net,645165066,Feature Request,Add folder structure to organize data.,Closed,2025-07-18,2025-08-01
2921,2922,martinezryan@example.org,6250208491,Technical Support,Freezing during screen load.,Closed,2025-03-12,2025-03-13
2922,2923,mserrano@example.com,6145341324,UI Feedback,Filter section takes too much space.,Closed,2025-04-11,2025-04-13
2923,2924,owong@example.org,9377538887,UI Feedback,Graphs too compressed on mobile view.,Closed,2025-06-14,2025-06-15
2924,2925,xbenson@example.com,1573038718,Payment Failure,Payment failed due to card error.,Closed,2025-07-07,2025-07-25
2925,2926,kaitlynpittman@example.com,1273955592,Feature Request,Suggesting calendar integration.,Closed,2025-04-21,2025-05-01
2926,2927,ydixon@example.org,3536479233,Login Issue,Two-factor authentication is not sending code.,Closed,2025-03-05,2025-03-07
2927,2928,ashley13@example.org,4701199727,Subscription Cancellation,Auto-renew not turned off.,Closed,2025-05-10,2025-05-11
2928,2929,nhunter@example.com,712398155,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,2025-06-18,2025-06-19
2929,2930,ctorres@example.net,8502284695,Technical Support,Graphs not rendering properly.,Closed,2025-03-05,2025-03-09
2930,2931,littlethomas@example.net,8304762770,Bug Report,Unable to delete old entries.,Closed,2025-07-10,2025-07-15
2931,2932,duaneknapp@example.com,2022259049,Data Export,Need monthly data dump in CSV.,Closed,2025-06-16,2025-06-26
2932,2933,gomezstephen@example.com,406260367,Data Export,Data export not matching preview.,Closed,2025-06-01,2025-06-03
2933,2934,morrisbryce@example.org,7470442510,UI Feedback,Table headers not sticky.,Closed,2025-03-26,2025-03-27
2934,2935,emilylopez@example.net,8406904348,Account Suspension,"Got auto-ban, never violated terms.",Closed,2025-07-13,2025-07-16
2935,2936,fitzgeraldtaylor@example.com,666093273,Billing Problem,Need clarification on currency charges.,Closed,2025-05-16,2025-05-17
2936,2937,youngmichele@example.net,5787159100,Bug Report,Check/uncheck box not saving state.,Closed,2025-05-28,2025-05-29
2937,2938,vroach@example.net,2727248862,Payment Failure,Need confirmation after retry.,Closed,2025-07-16,2025-07-30
2938,2939,roytaylor@example.org,9782367623,Billing Problem,Invoice still shows old company name.,Closed,2025-04-18,2025-05-03
2939,2940,michelle13@example.net,9716475405,Payment Failure,Charged twice for one payment.,Closed,2025-04-12,2025-04-16
2940,2941,dominichogan@example.net,2470598706,UI Feedback,Color scheme hard to read in sunlight.,Closed,2025-06-12,2025-06-18
2941,2942,ascott@example.net,9698913712,UI Feedback,Alignment issues in forms.,Closed,2025-04-24,2025-04-26
2942,2943,palmerkevin@example.com,6009213486,Bug Report,Exported file missing columns.,Closed,2025-02-16,2025-02-21
2943,2944,aliciathompson@example.com,7871639918,Payment Failure,Need confirmation after retry.,Closed,2025-02-13,2025-02-22
2944,2945,eric87@example.org,4801811634,Data Export,Exported Excel has broken formatting.,Closed,2025-02-02,2025-02-07
2945,2946,chad31@example.net,641405061,Data Export,Export feature is not generating files.,Closed,2025-05-20,2025-05-26
2946,2947,matthew38@example.net,9646049835,Data Export,Time range in export is incorrect.,Closed,2025-07-22,2025-08-01
2947,2948,canderson@example.com,3967148359,Data Export,Need monthly data dump in CSV.,Closed,2025-03-13,2025-03-18
2948,2949,roymay@example.net,3249979952,Technical Support,Getting JSON decode error.,Closed,2025-06-08,2025-06-10
2949,2950,omeyer@example.org,9113104156,Account Suspension,Suspension mail was too vague.,Closed,2025-05-14,2025-05-16
2950,2951,kingstuart@example.org,7551844021,Data Export,Fields are missing in exported report.,Closed,2025-07-03,2025-07-11
2951,2952,alexislittle@example.org,9569035619,Technical Support,Error 500 on accessing dashboard.,Closed,2025-02-13,2025-02-16
